"B","North West","30","Lancashire",,,1134974,12477,12475,13005,13331,14012,13662,13977,14608,14992,15871,15989,15564,15394,15875,15391,15389,15292,14787,14362,14456,14653,13975,12308,11199,11419,12123,12333,12892,13820,15268,15511,15522,16406,16237,16708,16686,17400,17155,17173,16976,16560,15994,15491,15639,15203,14793,14454,14790,14628,14472,14594,15190,16341,17341,18369,13747,14241,13935,13307,12082,11610,11935,11891,11704,11477,11274,10940,10399,10032,10204,10033,9884,9435,8882,8902,39976,25796,15012,6140,1420,184
"D","Yorkshire and The Humber","36","North Yorkshire",,,569660,5488,5829,5896,6226,6482,6691,6503,6996,6928,7380,7667,7714,7638,7659,7289,7142,7615,7728,6507,5210,5294,5139,4972,4774,4811,5156,5430,5934,6407,6954,7238,7155,7788,7831,8124,8440,8658,8805,8856,8610,8830,8497,8433,8120,7861,7761,7505,7726,7444,7501,7997,8189,8654,9523,10136,7651,8053,7584,7232,6471,6099,6636,6549,6483,6316,6045,5813,5598,5436,5416,5526,5152,5136,4917,4857,21338,14571,8931,3728,867,114
"E","East Midlands","17","Derbyshire",,,734585,7290,8007,8215,8443,8746,8932,9027,9178,9458,9844,10150,9674,9291,9701,9168,9138,9255,8766,7846,6846,6878,6854,6836,6428,6733,7286,7717,8214,9215,10077,10627,10369,11168,11289,11591,11901,12040,11699,11714,11249,11143,10686,10641,10545,10218,10033,9686,10032,9733,9841,10091,10719,10910,12003,12571,9811,10442,10121,9226,8082,7614,7856,7741,7666,7352,7036,6979,6584,6678,6736,6503,6229,6008,5969,5901,26379,17780,9560,3669,845,106
"E","East Midlands","31","Leicestershire",,,609578,6402,6683,6974,7047,7126,7266,7389,7503,7661,7975,8324,8061,7750,7967,7633,7541,7446,7306,7598,8839,8203,7437,6770,5963,5740,6028,6290,6814,7529,8009,8705,8674,9169,9214,9639,9516,9752,9674,9751,9502,9469,8992,8740,8870,8278,8340,7980,8252,8596,8345,8508,8903,9223,9862,10272,7836,8405,8131,7285,6354,6003,6305,6243,6187,5881,5776,5572,5269,5408,5293,5364,5044,4888,4633,4428,20018,12842,7407,2763,660,83
"E","East Midlands","32","Lincolnshire",,,646645,6094,6643,7021,7114,7268,7521,7580,7934,7951,8100,8696,8650,8653,8543,8178,8023,8040,7745,7385,6806,7015,6650,6292,5819,5808,5896,6335,6530,7338,8067,8388,8372,8615,8704,9307,9400,9486,9666,9605,9441,9203,8874,8904,8798,8690,8223,8286,8335,8274,8488,8646,8946,9326,10453,10991,8784,9192,8876,8274,7713,7142,7594,7527,7467,7184,7055,6896,6696,6639,6693,6686,6590,6402,5981,5805,25976,17024,8961,3450,817,105
"E","East Midlands","34","Northamptonshire",,,629676,7438,7570,7699,7940,8084,7966,8307,8293,8607,8859,9024,8887,8973,8873,8346,8440,8293,7865,7548,7071,7201,7129,6695,6630,6696,6895,7656,7927,8500,9111,9436,9376,10008,10177,10678,10404,10479,10408,10095,9945,9796,9390,9284,9109,8639,8345,8261,8434,8356,8360,8397,8910,9011,9986,10446,7943,7982,7756,7199,6267,5762,5947,5922,5701,5618,5343,4894,4847,4730,4845,4680,4629,4544,4266,4312,19024,12707,7003,2755,650,97
"E","East Midlands","37","Nottinghamshire",,,748510,7375,7857,8298,8623,9038,8830,9118,9504,9547,10115,10261,9960,9707,10138,9752,9357,9373,9034,8474,7190,7551,7799,7474,7572,7474,7771,7840,8591,9329,10068,10975,10628,11657,11505,11862,11842,12147,12347,11994,11686,11421,11101,10786,10597,10249,9908,9721,10025,9931,9938,10074,10729,10883,11689,12349,9666,10449,9957,9308,8137,7589,7934,7908,7894,7525,7271,7063,6808,6759,6864,6621,6400,6057,6081,5770,26300,17165,9343,3636,829,112
"F","West Midlands","39","Shropshire",,,283173,2736,3001,3019,3180,3272,3229,3260,3396,3292,3626,3698,3686,3666,3645,3622,3682,3693,3788,3637,3021,2706,2594,2600,2515,2492,2804,2771,2982,3278,3630,3675,3655,3874,3910,4163,4172,4296,4300,4103,4297,4098,3985,3834,3928,3720,3742,3674,3790,3783,3817,3870,3915,4284,4610,4653,3925,4007,4065,3756,3403,3181,3406,3238,3142,3187,2968,2867,2763,2772,2799,2822,2686,2616,2423,2384,10820,7063,4100,1627,431,53
"F","West Midlands","41","Staffordshire",,,806744,8306,8577,9011,9284,9668,9410,9423,9917,10222,10643,11136,10658,10635,11067,10483,10561,10467,10253,9805,9060,9037,8847,8193,7521,7828,8106,8611,9156,10072,11005,11310,11392,11926,11896,12398,12493,12844,12613,12432,12446,12146,11609,11603,11567,11280,10887,10838,11214,11006,10885,11063,11767,12231,13240,13683,10642,11465,11227,10603,9352,8730,8986,8876,8663,8448,7846,7577,7156,7328,7082,7137,6733,6335,6164,6167,26088,16825,9143,3482,820,138
"F","West Midlands","44","Warwickshire",,,505860,5219,5587,5817,5953,6021,6039,6142,6107,6026,6538,6850,6447,6446,6594,6452,6211,6287,6062,5619,5147,5811,5556,5259,4962,5147,5362,5540,5975,6367,6829,7291,7332,7509,7801,7844,8030,8181,8121,7760,7776,7667,7277,7272,6986,7027,6729,6626,6874,6732,6901,6784,7225,7402,8073,8445,6847,7353,7082,6536,5647,5274,5352,5390,5327,5149,4873,4658,4385,4413,4469,4519,4240,4112,3937,3935,17129,11597,6505,2463,557,74
"F","West Midlands","47","Worcestershire",,,542107,5440,5923,6114,6273,6578,6445,6481,6636,6639,7028,7229,7054,7132,6917,6851,6918,6845,6679,6230,5291,5491,5614,5572,5232,5384,5411,5821,6148,6588,7143,7647,7700,8035,8182,8535,8395,8406,8344,8326,8105,7842,7667,7536,7669,7308,7311,7236,7619,7626,7448,7729,8118,8413,8954,9233,7395,7835,7629,6959,6113,5545,5934,5834,5685,5563,5274,4982,4863,4789,4940,4752,4570,4357,4191,4125,18776,12675,7306,2749,683,92
"G","East of England","09","Bedfordshire",,,381572,4645,4752,4818,4958,5009,5004,5093,5155,5119,5220,5358,5226,5199,5343,4914,5064,5099,4619,4665,4043,3896,4128,4073,3950,4075,4270,4571,4817,5107,5574,5700,5726,6022,6226,6400,6573,6639,6441,6389,6310,6129,5971,5831,5622,5434,5139,5149,5123,4913,5024,5092,5343,5334,5898,6101,4498,4687,4698,4312,3685,3418,3677,3684,3597,3430,3353,3281,3050,3001,2947,2867,2819,2753,2536,2570,11134,7126,4231,1528,347,50
"G","East of England","12","Cambridgeshire",,,552658,6207,6183,6487,6655,6647,6766,6723,6834,6761,7125,6962,6882,6975,7030,6490,6576,6617,6557,6811,7810,8145,8070,7684,6743,6956,6893,7119,7443,7712,8174,8357,8183,8587,8668,8929,8839,9000,8832,8739,8548,8384,8096,7758,7911,7385,7445,7300,7403,7293,7204,7370,7427,7729,8321,8720,6835,7080,6485,6464,5546,5103,5292,5340,5293,4966,4815,4675,4422,4362,4306,4397,4248,4146,3972,3682,16961,11514,6867,2718,612,92
"G","East of England","22","Essex",,,1310835,14468,15054,15476,16055,16184,16112,16275,16937,16611,17471,17626,17156,17062,16951,16384,15962,16184,15779,14422,13415,14042,14029,13725,13801,14023,14209,14931,15435,16707,17572,18647,18533,19500,19584,20540,20433,20624,20379,20232,19941,19329,18229,18248,18149,17675,17258,16846,17172,16979,17066,16994,17743,19027,21644,23357,17160,17391,16892,15942,13656,12601,13767,13720,13518,13162,12646,12309,11768,11811,11902,11868,11578,10797,10436,10230,45820,31203,17982,6788,1503,198
"G","East of England","26","Hertfordshire",,,1033977,12636,12704,13122,13215,13302,13436,13449,13852,13766,14166,14045,13770,13689,13597,13131,12741,12802,12436,11632,10105,10546,10742,11242,11227,11403,11935,12842,13416,14423,15459,15826,15460,16422,17009,17492,18049,17729,17729,17574,17155,16771,15858,15714,15391,14620,14152,13865,13719,13394,13170,12999,13533,13878,15087,16323,11860,12308,11798,11403,9420,8868,9633,9585,9526,9379,9091,9066,8482,8631,8630,8498,8161,7929,7403,7208,32704,21687,12702,4934,1176,145
"G","East of England","33","Norfolk",,,796728,7540,7982,8299,8423,9043,8757,9018,9355,9233,9456,9647,9703,9383,9854,9393,9390,9619,8888,8780,8758,9012,8619,8148,7566,7706,7860,8428,9094,9506,10229,10425,10419,10778,10718,10958,11279,11630,11339,11152,11147,10987,10418,10526,10334,10216,9988,10078,10326,10202,10230,10468,10980,11407,12842,13949,10773,11040,10750,10386,9028,8793,9144,9350,9243,9125,8828,8715,8448,8441,8547,8476,8195,7919,7649,7605,33925,22884,13252,5393,1180,154
"G","East of England","42","Suffolk",,,668553,6873,7462,7829,7922,8404,8067,8314,8299,8371,8708,8896,8828,8883,8854,8605,8223,8458,8028,7441,6655,6632,6754,6683,6632,6820,6943,7351,7709,8242,8717,8893,9111,9467,9382,9868,10134,10112,10105,9750,9605,9637,9117,9132,9167,8707,8496,8247,8627,8422,8539,8691,9252,9346,10484,11369,8635,8882,8496,8048,7378,6712,7165,7188,7168,6947,6728,6725,6414,6386,6389,6345,6246,6023,5853,5619,26109,18177,10505,4088,931,133
"J","South East","11","Buckinghamshire",,,479026,6141,5904,6124,6040,6248,6033,6237,6324,6347,6620,6695,6562,6415,6196,6048,6200,6243,6120,5710,4766,4925,4947,5094,4893,5072,5282,5430,5624,6118,6570,6381,6528,6979,7196,7751,7691,7677,7875,7668,7610,7731,7422,7538,7411,7105,6761,6698,6571,6538,6505,6440,6842,6976,7589,7965,6174,6360,6167,5786,4997,4582,4902,4724,4720,4561,4582,4347,4004,3954,3888,3729,3664,3336,3180,3046,13857,9210,5740,2427,627,86
"J","South East","21","East Sussex",,,492324,4798,5070,5294,5656,5693,5542,5793,5992,5879,6276,6303,6241,6202,6300,6024,5837,6151,5491,5377,4558,4422,4288,4138,3912,3732,4023,4246,4378,4812,5151,5403,5383,5885,6214,6763,6631,6891,7061,6925,6793,6738,6688,6753,6548,6545,6208,6089,6371,6180,6051,6277,6554,6929,7853,8445,6372,6673,6506,6206,5400,5044,5462,5546,5547,5557,5458,5325,5405,5111,5425,5434,5268,5307,4993,5127,23604,18110,11325,4979,1240,143
"J","South East","24","Hampshire",,,1240103,13477,14133,14603,14762,15203,15342,15423,16103,16198,16359,16997,16615,16460,16427,15866,15620,15765,15677,14895,13014,12689,12899,12243,12386,12279,12773,13522,14302,15570,16523,17111,16765,18043,18388,18928,19779,20347,20286,20078,19401,19596,18906,18712,18193,17760,16636,16702,16564,16333,16424,16248,17122,17986,19896,20989,16088,16477,15629,14760,12955,11983,12888,12586,12401,11886,11728,11616,10857,10730,10732,10932,10443,10045,9397,9336,41424,28563,16728,6794,1578,229
"J","South East","29","Kent",,,1329718,14051,15274,15985,16303,16621,16773,16779,17575,17777,18156,18119,17875,17836,17904,17379,17236,17615,16725,15492,14215,14752,14340,13974,13222,13363,13684,14237,14844,16036,17173,17940,17650,18683,19258,20051,20734,20761,20524,20131,19880,18997,18572,18541,18177,17678,16895,16999,17212,16747,16861,17209,17904,18862,21237,22780,17298,17359,16791,15947,14002,13103,14250,14069,13790,13451,12888,12690,11921,12021,12218,12111,11662,11057,10632,10615,47716,33368,19284,7770,1836,271
"J","South East","38","Oxfordshire",,,605488,6826,7207,7274,7258,7263,7248,7300,7569,7558,7870,7816,7622,7474,7542,7247,7217,7279,7209,8025,9092,9835,9701,8648,7766,7670,7471,7833,8079,8764,9329,9311,9365,9761,9871,10016,10300,10075,10045,9987,9620,9414,8932,8571,8578,8183,7833,7685,7817,7566,7589,7633,8058,7990,8545,8983,6888,7243,6949,6579,5760,5302,5831,5595,5484,5237,5149,4976,4647,4624,4673,4693,4411,4386,4091,4041,18329,12603,7501,2955,730,91
"J","South East","43","Surrey",,,1059015,11870,12294,12922,12850,12913,13017,12892,13212,13047,13430,13500,13228,13033,13012,12479,12547,12503,12115,11895,10752,10824,11177,11484,11462,11447,11565,12185,12681,13461,14299,15079,14994,15878,16545,17211,17623,18010,17943,17764,17192,16961,15770,15904,15485,14739,14722,14230,14085,14273,14187,14191,14836,15269,16722,17706,13487,13759,13368,12583,10838,9841,10670,10529,10282,10078,9890,9393,9055,9157,9082,8970,8670,8248,7816,7741,35361,24886,15715,6422,1563,196
"J","South East","45","West Sussex",,,753614,7834,8301,8604,8683,8929,8902,8892,9119,9209,9656,9683,9499,9492,9658,8852,8808,8966,8851,8255,7131,7107,7144,6999,7095,7109,7005,7527,7784,8508,9279,9612,9561,10283,10559,11042,11355,11861,11637,11435,11202,10839,10555,10583,10388,10007,10046,9820,9799,9824,9550,9545,10028,10477,11606,12350,9448,9741,9389,9023,7777,7279,7945,7826,7899,7617,7699,7597,7268,7442,7606,7725,7422,7348,6974,6945,32314,23351,14961,6345,1638,190
"K","South West","15","Cornwall and Isles of Scilly",,,501267,4578,5126,5359,5461,5644,5373,5512,5767,5921,6226,6244,6301,6367,6531,6128,6065,6318,6080,5467,4806,4823,4601,4496,4196,4294,4305,4616,4961,5384,5825,6042,5980,6257,6244,6586,6996,6770,7058,6796,6772,6738,6579,6605,6595,6520,6438,6337,6518,6473,6542,7157,7477,8036,8710,9553,7499,7777,7437,6905,6260,5835,6218,6003,6126,5925,5603,5526,5156,5369,5249,5389,5066,4924,4878,4611,21033,14791,8637,3605,784,107
"K","South West","18","Devon",,,704493,6324,6662,6869,7239,7582,7852,7805,8110,8322,8520,8622,8925,8644,8952,8501,8525,8370,8194,8170,8303,8269,8007,7105,6015,5816,6332,6502,6998,7405,8047,7975,8309,8784,8850,9426,9531,9708,9835,9719,9493,9487,9331,9334,9447,9219,8922,8925,9247,9331,9345,9448,10043,10199,11542,12383,9766,10204,9682,9594,8320,7916,8314,8009,8260,8155,7752,7618,7389,7540,7549,7489,7438,7103,6829,6919,31315,21657,13640,5703,1361,151
"K","South West","19","Dorset",,,390980,3187,3529,3776,3898,4111,4164,4264,4409,4521,4680,4961,4872,4865,4995,4877,4739,4801,4714,4413,3459,3329,3039,2963,2797,3016,3026,3189,3455,3702,3931,4266,4364,4592,4679,4946,5092,5138,5413,5411,5388,5415,5201,5261,5292,5096,4931,4925,4931,5119,4998,5164,5473,5655,6336,6835,5475,5816,5439,5334,4712,4428,4662,4677,4784,4604,4698,4638,4441,4572,4706,4738,4631,4512,4266,4305,19729,13991,8229,3176,722,92
"K","South West","23","Gloucestershire",,,564559,6333,6317,6477,6629,6702,6662,7042,6945,7038,7091,7538,7514,7401,7568,7128,7069,6894,6765,6550,5854,6087,6010,5821,5670,5533,5519,5991,6533,6806,7255,7706,7817,8225,8397,9017,8883,9026,8874,8722,8549,8419,8335,8117,7894,7626,7593,7473,7562,7477,7584,7391,7875,8160,8708,9085,7018,7198,7202,7027,6227,5615,5937,5871,5685,5505,5279,5246,5058,5162,4884,5131,4963,4686,4614,4588,21524,14303,8465,3275,728,111
"K","South West","40","Somerset",,,498093,4766,5253,5610,5744,5820,5699,5768,6137,5963,6337,6591,6667,6689,6728,6541,6712,6672,6406,5915,4763,4497,4463,4382,4374,4332,4482,4634,5027,5421,5926,6311,6364,6789,6847,7201,7161,7273,7393,7363,7071,7048,6670,6710,6791,6498,6330,6359,6620,6594,6805,6924,7095,7444,8157,8426,6486,6840,6429,6388,5676,5205,5634,5464,5372,5356,5045,5014,4988,4893,4991,5157,4942,4749,4674,4578,20884,14011,8447,3365,823,119
"K","South West","46","Wiltshire",,,432973,5197,5211,5261,5389,5510,5372,5806,5689,5773,5767,5832,5728,5693,5602,5428,5378,5233,5161,4864,4171,4072,4129,4227,4203,4297,4323,4605,4990,5448,5785,6213,6278,6569,6702,7117,7316,7183,7075,6989,6766,6806,6415,6409,6112,5978,5806,5606,5731,5728,5703,5733,5878,6192,6750,6900,5325,5545,5377,5047,4571,4288,4577,4422,4276,4207,4093,3958,3743,3825,3753,3659,3642,3601,3332,3420,14992,10184,5978,2437,538,84
